job_title,years_experience,education_level,skills,country,city,industry,company_size,employment_type,work_mode,certifications,annual_salary_usd
Machine Learning Engineer,10,Bachelor's Degree,Kubernetes;AWS;PyTorch;TensorFlow;Scala;Deep Learning;Docker;Python,India,Bengaluru,Media & Entertainment,Startup (1–50),Internship,Hybrid,AWS Certified Solutions Architect,13200
Cybersecurity Analyst,7,Bachelor's Degree,AWS;Linux;Python;CI/CD,United States,Atlanta,Aerospace & Defense,Large (1001–5000),Full-time,Hybrid,AWS Certified Solutions Architect,167400
Data Analyst,6,Bachelor's Degree,SQL;PostgreSQL;Python,Canada,Toronto,Consulting,Large (1001–5000),Contract,On-site,Salesforce Certified,100800
Network Engineer,3,Master's Degree,Git;Linux;Azure;Python;TypeScript;AWS;Scala,United States,San Francisco,Insurance,Small (51–200),Contract,On-site,None,161300
Backend Developer,2,Bachelor's Degree,Docker;PostgreSQL;SQL;Redis;Deep Learning;Apache Spark;Java;Node.js;Python,United States,Miami,Telecommunications,Startup (1–50),Full-time,Remote,None,97700
Cloud Architect,15,Bachelor's Degree,AWS;Docker;Java;Azure,United States,San Francisco,Media & Entertainment,Large (1001–5000),Full-time,On-site,None,279400
Senior Software Engineer,9,Bootcamp Graduate,Deep Learning;Kubernetes;Docker;Git;Java;Python;MongoDB;C++,United States,Denver,Automotive,Medium (201–1000),Contract,Hybrid,Salesforce Certified,255300
Systems Architect,5,Master's Degree,Linux;AWS;GCP;Docker,Netherlands,The Hague,Aerospace & Defense,Small (51–200),Full-time,Hybrid,AWS Certified Solutions Architect,148400
Network Engineer,6,Bachelor's Degree,Azure;Python;AWS,United States,Austin,Education & Research,Large (1001–5000),Internship,On-site,Salesforce Certified,34700
UX/UI Designer,13,Associate's Degree,TypeScript;React;Azure,France,Paris,Energy & Utilities,Enterprise (5000+),Full-time,Remote,None,109800
Backend Developer,3,Bachelor's Degree,Python;Java;Scala;PostgreSQL;Docker;Redis;SQL;Node.js,South Korea,Seoul,Aerospace & Defense,Enterprise (5000+),Full-time,On-site,Salesforce Certified,102200
Cybersecurity Analyst,8,Master's Degree,AWS;CI/CD;Python,France,Marseille,Energy & Utilities,Startup (1–50),Full-time,Hybrid,AWS Certified Solutions Architect,102900
Senior Data Analyst,3,High School / GED,SQL;Machine Learning;Python,Canada,Ottawa,Media & Entertainment,Enterprise (5000+),Full-time,Hybrid,None,72000
Solutions Architect,7,Bachelor's Degree,REST APIs;AWS;Azure;GCP,India,Chennai,Finance & Banking,Enterprise (5000+),Full-time,On-site,None,48000
Senior Software Engineer,4,PhD / Doctorate,Kubernetes;C++;Python;Git;Docker;Azure,United States,Miami,Education & Research,Large (1001–5000),Full-time,Hybrid,None,209800
Data Engineer,1,PhD / Doctorate,PostgreSQL;Python;Redis;Machine Learning;AWS;Apache Spark;Kafka;CI/CD,Germany,Berlin,Consulting,Large (1001–5000),Full-time,On-site,CISSP (Security),130900
Frontend Developer,3,High School / GED,TypeScript;PyTorch;JavaScript,France,Lyon,Technology,Large (1001–5000),Full-time,Remote,Data Science Professional (IBM),69800
Systems Architect,7,Bootcamp Graduate,GCP;CI/CD;Linux;Git;Docker;Kubernetes,United States,Los Angeles,Government & Public Sector,Small (51–200),Full-time,Remote,None,166600
Mobile Developer,12,Bachelor's Degree,JavaScript;Git;Java;React;TypeScript,United States,San Francisco,Finance & Banking,Startup (1–50),Full-time,On-site,CISSP (Security),173500
Technical Lead,5,Bachelor's Degree,Docker;Git;CI/CD;TypeScript;Python;Deep Learning;Java,United States,Miami,Insurance,Small (51–200),Contract,Remote,None,197500
Senior Data Analyst,5,Master's Degree,Machine Learning;Apache Spark;Java;SQL;Python,Australia,Adelaide,Aerospace & Defense,Medium (201–1000),Full-time,Remote,None,131100
Systems Architect,7,Bootcamp Graduate,Docker;AWS;GCP;Kubernetes;Azure,United States,Miami,Government & Public Sector,Enterprise (5000+),Full-time,Remote,None,181000
Data Scientist,9,Master's Degree,JavaScript;SQL;Deep Learning;PyTorch;Python,India,Chennai,Startups,Medium (201–1000),Full-time,Hybrid,CISSP (Security),50500
Engineering Manager,5,Bachelor's Degree,React;Linux;GraphQL;Docker,Brazil,Rio de Janeiro,Media & Entertainment,Large (1001–5000),Full-time,Hybrid,CFA (Finance),60600
Data Scientist,10,Bachelor's Degree,Python;TensorFlow;MongoDB;SQL;Deep Learning,Brazil,São Paulo,Insurance,Startup (1–50),Full-time,On-site,AWS Certified Solutions Architect,47100
Data Engineer,7,Master's Degree,PostgreSQL;Kafka;Apache Spark;MongoDB;SQL;Python,Singapore,Singapore City,Telecommunications,Medium (201–1000),Full-time,On-site,AWS Certified Solutions Architect;Data Science Professional (IBM),179100
Software Engineer,6,Bachelor's Degree,React;CI/CD;Docker;Python;Git,India,Bengaluru,Manufacturing,Startup (1–50),Full-time,Hybrid,CISSP (Security),19700
AI/ML Researcher,6,Bachelor's Degree,Python;Machine Learning;PyTorch,France,Marseille,Technology,Small (51–200),Contract,Remote,PMP (Project Management);Salesforce Certified,206200
Data Engineer,19,Bootcamp Graduate,Python;Linux;SQL;Apache Spark;Scala;PostgreSQL;MongoDB;Deep Learning;Kafka,India,Pune,Energy & Utilities,Small (51–200),Full-time,On-site,Google Cloud Professional,47200
Data Engineer,33,Bachelor's Degree,Apache Spark;PostgreSQL;Kafka;AWS;MongoDB,France,Paris,Automotive,Enterprise (5000+),Full-time,Remote,Data Science Professional (IBM),343800
Project Manager,12,Bachelor's Degree,SQL,Canada,Ottawa,Healthcare & Pharma,Small (51–200),Full-time,Remote,None,104300
Engineering Manager,34,Bachelor's Degree,Python;C++;CI/CD;Docker;AWS;Kubernetes;PyTorch,United Kingdom,Edinburgh,Energy & Utilities,Enterprise (5000+),Full-time,On-site,AWS Certified Solutions Architect,366300
Cloud Architect,3,High School / GED,Docker;Terraform;AWS;Azure,France,Lyon,Consulting,Medium (201–1000),Contract,Remote,PMP (Project Management),118800
Product Manager,1,Bachelor's Degree,REST APIs;Git;SQL,UAE,Abu Dhabi,Insurance,Large (1001–5000),Contract,Hybrid,None,111900
UX/UI Designer,3,PhD / Doctorate,JavaScript;React,United States,Austin,Startups,Small (51–200),Contract,On-site,None,125900
UX/UI Designer,7,Bachelor's Degree,Rust;JavaScript;React,UAE,Dubai,E-commerce & Retail,Medium (201–1000),Full-time,Hybrid,None,116600
Security Engineer,12,High School / GED,Python;Docker;React;Linux;CI/CD;AWS,Japan,Tokyo,Automotive,Small (51–200),Part-time,Remote,None,51200
Cybersecurity Analyst,2,PhD / Doctorate,C++;Python;CI/CD;AWS,Singapore,Singapore City,Education & Research,Large (1001–5000),Freelance,Hybrid,Google Cloud Professional,133700
Solutions Architect,2,Master's Degree,Kubernetes;AWS;Docker;Machine Learning;JavaScript;REST APIs;GCP;Azure;Java,Australia,Adelaide,Energy & Utilities,Medium (201–1000),Full-time,On-site,None,189500
Site Reliability Engineer,15,Bachelor's Degree,AWS;CI/CD;Machine Learning;Linux;Docker;C++;Git;Kubernetes,United States,San Francisco,Telecommunications,Large (1001–5000),Internship,Hybrid,Data Science Professional (IBM),104200
Engineering Manager,1,Bachelor's Degree,GraphQL;Docker;AWS;CI/CD;Python,United States,Denver,Healthcare & Pharma,Medium (201–1000),Contract,Remote,None,228200
DevOps Engineer,5,Bachelor's Degree,CI/CD;Deep Learning;Kubernetes;MongoDB;Docker,India,Pune,Automotive,Startup (1–50),Full-time,Remote,CKA (Kubernetes),28800
Product Manager,1,Bachelor's Degree,SQL;REST APIs,South Africa,Johannesburg,Healthcare & Pharma,Medium (201–1000),Freelance,On-site,CFA (Finance);Data Science Professional (IBM),37600
Systems Architect,6,Master's Degree,GCP;Go;Kubernetes;Docker;Rust;Azure;Apache Spark,Australia,Melbourne,Manufacturing,Startup (1–50),Full-time,Hybrid,None,189400
Network Engineer,4,Bachelor's Degree,Python;AWS;Azure;Node.js,India,Mumbai,Consulting,Small (51–200),Full-time,Remote,CompTIA Security+,22700
Data Analyst,2,Bachelor's Degree,Git;Python;SQL,Poland,Kraków,Aerospace & Defense,Small (51–200),Full-time,Hybrid,None,27500
Cloud Architect,6,Master's Degree,GCP;Azure;Kubernetes;AWS;Terraform;Docker,Switzerland,Geneva,Startups,Medium (201–1000),Contract,Remote,CKA (Kubernetes),361300
QA Engineer,10,Bachelor's Degree,SQL;Kafka;Git;REST APIs;CI/CD;AWS,India,Chennai,Technology,Medium (201–1000),Full-time,On-site,Azure Solutions Architect,22900
UX/UI Designer,1,Bootcamp Graduate,GraphQL;JavaScript;TypeScript;React,United Kingdom,Edinburgh,Consulting,Small (51–200),Full-time,Hybrid,None,73600
Site Reliability Engineer,7,Bachelor's Degree,Rust;AWS;Python;Kubernetes;CI/CD;Linux,South Korea,Seoul,Insurance,Startup (1–50),Freelance,Remote,None,109400
Data Engineer,20,Master's Degree,Apache Spark;MongoDB;AWS;Python;Go;SQL;Kafka;PostgreSQL;TypeScript,United States,San Francisco,Technology,Small (51–200),Part-time,On-site,PMP (Project Management),178700
Cybersecurity Analyst,15,Bachelor's Degree,Python;CI/CD;AWS;Linux;TensorFlow,Brazil,São Paulo,Finance & Banking,Small (51–200),Part-time,On-site,None,32500
Technical Lead,31,Master's Degree,CI/CD;Deep Learning;Machine Learning;Python;Kubernetes;Docker;Git;Java;React,France,Paris,Manufacturing,Large (1001–5000),Full-time,Hybrid,CKA (Kubernetes),333100
Site Reliability Engineer,4,Master's Degree,Linux;Kubernetes;Docker;Python;Apache Spark;AWS;CI/CD,United Kingdom,Bristol,Startups,Enterprise (5000+),Full-time,Remote,CISSP (Security),239000
Business Analyst,10,Master's Degree,REST APIs;Python;C++,Canada,Vancouver,Finance & Banking,Large (1001–5000),Full-time,Remote,Google Cloud Professional,166500
Software Engineer,2,Master's Degree,Python;Docker;REST APIs;SQL;Git;Java;GraphQL;C++,Switzerland,Basel,Telecommunications,Medium (201–1000),Freelance,Remote,None,174500
Frontend Developer,14,High School / GED,TypeScript;React;Git,United Kingdom,Leeds,Aerospace & Defense,Medium (201–1000),Full-time,Hybrid,None,85000
Backend Developer,2,Master's Degree,Docker;PyTorch;Rust;Python;PostgreSQL,United States,Los Angeles,E-commerce & Retail,Large (1001–5000),Contract,On-site,None,152500
UX/UI Designer,4,Master's Degree,React;JavaScript,Australia,Perth,Automotive,Enterprise (5000+),Full-time,Remote,CISSP (Security),114900
UX/UI Designer,20,PhD / Doctorate,TypeScript;React,Canada,Calgary,Startups,Small (51–200),Full-time,Hybrid,None,161900
Solutions Architect,22,Master's Degree,Azure;Docker;REST APIs;Kubernetes;Redis;AWS,Japan,Yokohama,Insurance,Enterprise (5000+),Part-time,On-site,None,155900
Project Manager,1,Bachelor's Degree,SQL,India,Pune,Telecommunications,Enterprise (5000+),Full-time,Hybrid,CISSP (Security);AWS Certified Solutions Architect,20500
Systems Architect,8,Master's Degree,MongoDB;AWS;GCP;Docker,South Africa,Johannesburg,Healthcare & Pharma,Startup (1–50),Part-time,Hybrid,None,35300
Cybersecurity Analyst,1,Master's Degree,Linux;Node.js;AWS;Git;CI/CD;PostgreSQL,India,Chennai,Telecommunications,Startup (1–50),Freelance,Hybrid,None,21800
Blockchain Developer,2,Bachelor's Degree,Rust;C++,India,Chennai,Energy & Utilities,Small (51–200),Contract,On-site,None,28000
Backend Developer,8,Bachelor's Degree,Python;PostgreSQL;Deep Learning;Node.js;Docker;SQL,United States,Miami,Automotive,Medium (201–1000),Full-time,Hybrid,None,136000
QA Engineer,4,Bachelor's Degree,TensorFlow;Scala;TypeScript;SQL;Git,United States,Seattle,Media & Entertainment,Startup (1–50),Contract,On-site,CISSP (Security),81700
UX/UI Designer,5,Bachelor's Degree,Azure;SQL;Redis,Australia,Sydney,Finance & Banking,Medium (201–1000),Full-time,Remote,PMP (Project Management),173600
Systems Architect,2,Bachelor's Degree,GCP;Docker;Kubernetes;Azure,France,Lyon,Manufacturing,Startup (1–50),Full-time,Remote,None,91900
Product Manager,3,Master's Degree,Kafka;Deep Learning;REST APIs;Linux;SQL;Git,Canada,Toronto,E-commerce & Retail,Enterprise (5000+),Contract,Remote,Google Cloud Professional;CISSP (Security),220800
Project Manager,5,Master's Degree,JavaScript,UAE,Abu Dhabi,Education & Research,Large (1001–5000),Part-time,Hybrid,None,41900
Project Manager,3,High School / GED,Git;Deep Learning;SQL,Japan,Osaka,Startups,Enterprise (5000+),Full-time,Remote,None,62900
Frontend Developer,29,Associate's Degree,TypeScript;Git;React;JavaScript;Apache Spark;GraphQL;Python,Canada,Calgary,Consulting,Small (51–200),Full-time,Remote,CFA (Finance),175400
Cloud Architect,3,Bachelor's Degree,GCP;Kubernetes;AWS;Terraform;Azure,Poland,Wrocław,Healthcare & Pharma,Small (51–200),Full-time,Remote,CFA (Finance);Google Cloud Professional,83000
Project Manager,5,Bachelor's Degree,Git,United Kingdom,Manchester,Telecommunications,Small (51–200),Full-time,Remote,Salesforce Certified,80600
QA Engineer,9,Bachelor's Degree,SQL;Python;Git;CI/CD,Australia,Brisbane,Aerospace & Defense,Medium (201–1000),Internship,On-site,PMP (Project Management),37400
DevOps Engineer,3,PhD / Doctorate,Redis;AWS;Docker;CI/CD,Germany,Hamburg,Aerospace & Defense,Medium (201–1000),Full-time,On-site,PMP (Project Management),121600
Data Scientist,4,PhD / Doctorate,PyTorch;Azure;TensorFlow;SQL;Apache Spark;Deep Learning;Machine Learning,Japan,Yokohama,Technology,Enterprise (5000+),Full-time,Remote,Google Cloud Professional,154400
Cloud Architect,1,Bachelor's Degree,Azure;Kubernetes;GCP;REST APIs;Terraform,India,Delhi,Telecommunications,Small (51–200),Contract,On-site,PMP (Project Management),36200
Site Reliability Engineer,22,Bachelor's Degree,AWS;Python;Linux;Kubernetes;Docker;CI/CD,Poland,Kraków,Education & Research,Large (1001–5000),Freelance,On-site,CISSP (Security),120000
Engineering Manager,9,Master's Degree,PostgreSQL;Docker;Kubernetes,Germany,Frankfurt,Startups,Small (51–200),Full-time,Hybrid,Azure Solutions Architect;CISSP (Security),203200
Senior Data Analyst,35,Bachelor's Degree,Python;Machine Learning;SQL;PostgreSQL,India,Bengaluru,Telecommunications,Small (51–200),Full-time,Hybrid,None,40500
Data Analyst,5,Bachelor's Degree,PostgreSQL;Azure;SQL;MongoDB;Python;Rust,United States,Atlanta,Technology,Enterprise (5000+),Full-time,On-site,CKA (Kubernetes),118700
Senior Data Analyst,1,Bachelor's Degree,PostgreSQL;React;Apache Spark;Python;GCP;REST APIs;SQL;Scala,Canada,Vancouver,Aerospace & Defense,Enterprise (5000+),Contract,On-site,Google Cloud Professional;CompTIA Security+,139300
UX/UI Designer,3,Master's Degree,Scala,France,Marseille,Finance & Banking,Small (51–200),Full-time,Remote,Salesforce Certified,73200
Solutions Architect,3,High School / GED,Node.js;REST APIs;Apache Spark;Go;Docker;Rust,South Korea,Busan,Media & Entertainment,Large (1001–5000),Full-time,On-site,None,77700
Database Administrator,23,PhD / Doctorate,Linux;JavaScript;MongoDB;Python;SQL;Kafka;Azure;PostgreSQL,Canada,Vancouver,Technology,Startup (1–50),Full-time,On-site,PMP (Project Management),237600
Database Administrator,6,Bachelor's Degree,PostgreSQL;Redis;Node.js;Linux;MongoDB;SQL,India,Hyderabad,Education & Research,Enterprise (5000+),Contract,Hybrid,None,27800
AI/ML Researcher,6,Master's Degree,Machine Learning;REST APIs;Redis;PyTorch,South Korea,Seoul,E-commerce & Retail,Enterprise (5000+),Full-time,Hybrid,None,172500
Data Scientist,20,Associate's Degree,Deep Learning;SQL;CI/CD;Python;PyTorch;TensorFlow;Java;Machine Learning;PostgreSQL,United States,New York,Energy & Utilities,Startup (1–50),Contract,Hybrid,AWS Certified Solutions Architect,281300
Frontend Developer,2,Master's Degree,React;Linux;GraphQL;Java;TypeScript,India,Mumbai,E-commerce & Retail,Startup (1–50),Internship,On-site,AWS Certified Solutions Architect,8000
Business Analyst,3,Bachelor's Degree,Python;SQL,France,Marseille,Government & Public Sector,Medium (201–1000),Internship,Hybrid,CompTIA Security+,16400
Machine Learning Engineer,12,Bachelor's Degree,Kubernetes;Linux;Java;Kafka;Python;PyTorch;Scala;Deep Learning;TensorFlow,Germany,Hamburg,Finance & Banking,Enterprise (5000+),Internship,Remote,Google Cloud Professional;CFA (Finance),126500
Frontend Developer,1,Master's Degree,JavaScript;TypeScript;Docker,Canada,Montreal,Media & Entertainment,Enterprise (5000+),Full-time,Hybrid,CompTIA Security+,94300
Product Manager,3,PhD / Doctorate,REST APIs;SQL,United States,Austin,Manufacturing,Small (51–200),Full-time,On-site,Azure Solutions Architect,122300
Site Reliability Engineer,3,Bootcamp Graduate,TypeScript;Kubernetes;Docker;Linux;AWS;PostgreSQL;Python,Germany,Berlin,Aerospace & Defense,Enterprise (5000+),Internship,Hybrid,None,46500
Data Engineer,6,Bachelor's Degree,Apache Spark;Scala;PyTorch;Kafka;SQL;MongoDB;Python;PostgreSQL,Australia,Adelaide,Government & Public Sector,Large (1001–5000),Freelance,On-site,CISSP (Security),130900
Backend Developer,7,Bachelor's Degree,Python;Node.js;Rust;Java;Redis;SQL;PostgreSQL,Germany,Cologne,Government & Public Sector,Medium (201–1000),Full-time,Hybrid,None,93800
Network Engineer,4,Bachelor's Degree,Rust;Python,United States,Los Angeles,Automotive,Large (1001–5000),Full-time,Remote,Salesforce Certified,98700
UX/UI Designer,3,Bachelor's Degree,JavaScript;TypeScript,United States,Denver,Consulting,Medium (201–1000),Full-time,Remote,AWS Certified Solutions Architect,108400
Blockchain Developer,9,Associate's Degree,Java;Go,Netherlands,Rotterdam,Government & Public Sector,Medium (201–1000),Full-time,Hybrid,Azure Solutions Architect,89300
Senior Data Analyst,6,Bootcamp Graduate,Redis;Machine Learning;Java;PyTorch;Apache Spark,United States,Chicago,Telecommunications,Enterprise (5000+),Full-time,Remote,CKA (Kubernetes),173800
Data Science Manager,1,Associate's Degree,PostgreSQL;Python;Redis;Machine Learning;Apache Spark,United States,Austin,Government & Public Sector,Medium (201–1000),Part-time,Remote,CKA (Kubernetes),130700
Site Reliability Engineer,3,Bachelor's Degree,Kubernetes;CI/CD;Python;Linux,Netherlands,The Hague,Finance & Banking,Small (51–200),Full-time,On-site,None,118000
Machine Learning Engineer,3,Bachelor's Degree,Deep Learning;PyTorch;PostgreSQL;CI/CD;Docker;AWS,United States,Los Angeles,Consulting,Small (51–200),Full-time,Hybrid,Salesforce Certified,145700
